Strategy,Total Output,End WIP,Avg Cycle Time,Strategy Label
B,55,55,14.26,Reduced Variability (2-5)
B,61,51,13.0,Reduced Variability (2-5)
B,54,46,14.17,Reduced Variability (2-5)
B,61,47,13.64,Reduced Variability (2-5)
B,63,42,13.63,Reduced Variability (2-5)
B,62,42,14.35,Reduced Variability (2-5)
B,54,53,14.83,Reduced Variability (2-5)
B,58,47,14.14,Reduced Variability (2-5)
B,63,38,12.93,Reduced Variability (2-5)
B,63,41,12.63,Reduced Variability (2-5)
B,60,47,12.75,Reduced Variability (2-5)
B,58,56,14.82,Reduced Variability (2-5)
B,63,47,13.37,Reduced Variability (2-5)
B,57,46,13.62,Reduced Variability (2-5)
B,66,42,12.7,Reduced Variability (2-5)
B,60,48,14.17,Reduced Variability (2-5)
B,59,40,13.13,Reduced Variability (2-5)
B,62,43,13.5,Reduced Variability (2-5)
B,60,42,14.12,Reduced Variability (2-5)
B,59,36,11.35,Reduced Variability (2-5)
B,63,52,13.41,Reduced Variability (2-5)
B,61,49,14.12,Reduced Variability (2-5)
B,62,43,12.31,Reduced Variability (2-5)
B,60,40,13.58,Reduced Variability (2-5)
B,57,51,12.38,Reduced Variability (2-5)
B,62,44,14.04,Reduced Variability (2-5)
B,58,49,14.32,Reduced Variability (2-5)
B,57,44,13.52,Reduced Variability (2-5)
B,55,47,14.79,Reduced Variability (2-5)
B,56,47,14.8,Reduced Variability (2-5)
B,58,41,13.59,Reduced Variability (2-5)
B,61,45,12.52,Reduced Variability (2-5)
B,57,53,14.81,Reduced Variability (2-5)
B,58,49,12.86,Reduced Variability (2-5)
B,60,37,12.83,Reduced Variability (2-5)
B,61,38,12.64,Reduced Variability (2-5)
B,63,49,12.41,Reduced Variability (2-5)
B,58,43,13.82,Reduced Variability (2-5)
B,59,45,13.65,Reduced Variability (2-5)
B,63,37,12.59,Reduced Variability (2-5)
B,62,45,12.69,Reduced Variability (2-5)
B,60,43,13.83,Reduced Variability (2-5)
B,60,43,14.29,Reduced Variability (2-5)
B,61,47,13.84,Reduced Variability (2-5)
B,62,40,12.88,Reduced Variability (2-5)
B,63,42,12.26,Reduced Variability (2-5)
B,61,45,13.2,Reduced Variability (2-5)
B,57,50,13.24,Reduced Variability (2-5)
B,61,46,13.8,Reduced Variability (2-5)
B,59,40,13.57,Reduced Variability (2-5)
B,65,42,12.38,Reduced Variability (2-5)
B,59,54,14.87,Reduced Variability (2-5)
B,61,44,13.64,Reduced Variability (2-5)
B,57,57,14.67,Reduced Variability (2-5)
B,60,40,14.42,Reduced Variability (2-5)
B,59,55,14.7,Reduced Variability (2-5)
B,61,40,13.16,Reduced Variability (2-5)
B,61,34,12.2,Reduced Variability (2-5)
B,60,46,14.12,Reduced Variability (2-5)
B,59,47,12.78,Reduced Variability (2-5)
B,62,43,13.5,Reduced Variability (2-5)
B,62,40,12.65,Reduced Variability (2-5)
B,64,41,11.68,Reduced Variability (2-5)
B,56,52,14.5,Reduced Variability (2-5)
B,56,55,14.4,Reduced Variability (2-5)
B,54,60,14.39,Reduced Variability (2-5)
B,64,50,12.86,Reduced Variability (2-5)
B,63,38,13.3,Reduced Variability (2-5)
B,60,47,12.75,Reduced Variability (2-5)
B,62,42,13.42,Reduced Variability (2-5)
B,56,50,14.55,Reduced Variability (2-5)
B,59,52,14.43,Reduced Variability (2-5)
B,58,57,14.77,Reduced Variability (2-5)
B,61,45,13.2,Reduced Variability (2-5)
B,60,45,12.21,Reduced Variability (2-5)
B,58,48,13.23,Reduced Variability (2-5)
B,62,38,12.08,Reduced Variability (2-5)
B,62,42,13.04,Reduced Variability (2-5)
B,58,41,14.05,Reduced Variability (2-5)
B,61,42,12.6,Reduced Variability (2-5)
B,59,45,13.57,Reduced Variability (2-5)
B,57,55,13.9,Reduced Variability (2-5)
B,60,42,13.08,Reduced Variability (2-5)
B,61,49,14.6,Reduced Variability (2-5)
B,62,37,13.0,Reduced Variability (2-5)
B,65,45,11.9,Reduced Variability (2-5)
B,64,47,13.61,Reduced Variability (2-5)
B,58,55,14.09,Reduced Variability (2-5)
B,61,45,13.16,Reduced Variability (2-5)
B,63,38,13.56,Reduced Variability (2-5)
B,65,37,13.38,Reduced Variability (2-5)
B,58,41,13.09,Reduced Variability (2-5)
B,59,50,13.48,Reduced Variability (2-5)
B,62,54,13.27,Reduced Variability (2-5)
B,64,40,13.57,Reduced Variability (2-5)
B,61,44,13.04,Reduced Variability (2-5)
B,57,59,15.14,Reduced Variability (2-5)
B,62,50,13.85,Reduced Variability (2-5)
B,62,45,12.35,Reduced Variability (2-5)
B,55,52,13.37,Reduced Variability (2-5)
B,60,54,13.92,Reduced Variability (2-5)
B,61,45,13.84,Reduced Variability (2-5)
B,59,46,11.74,Reduced Variability (2-5)
B,60,44,12.58,Reduced Variability (2-5)
B,58,46,12.82,Reduced Variability (2-5)
B,60,51,13.67,Reduced Variability (2-5)
B,58,48,13.5,Reduced Variability (2-5)
B,58,47,13.59,Reduced Variability (2-5)
B,61,36,12.56,Reduced Variability (2-5)
B,61,43,13.92,Reduced Variability (2-5)
B,57,53,13.57,Reduced Variability (2-5)
B,56,51,13.65,Reduced Variability (2-5)
B,63,47,13.3,Reduced Variability (2-5)
B,58,48,13.82,Reduced Variability (2-5)
B,58,50,14.05,Reduced Variability (2-5)
B,56,47,14.35,Reduced Variability (2-5)
B,59,39,12.83,Reduced Variability (2-5)
B,60,46,13.75,Reduced Variability (2-5)
B,59,46,13.91,Reduced Variability (2-5)
B,58,42,14.32,Reduced Variability (2-5)
B,60,54,13.12,Reduced Variability (2-5)
B,61,45,13.56,Reduced Variability (2-5)
B,58,41,12.73,Reduced Variability (2-5)
B,60,32,13.21,Reduced Variability (2-5)
B,59,45,14.0,Reduced Variability (2-5)
B,60,38,12.12,Reduced Variability (2-5)
B,59,52,12.52,Reduced Variability (2-5)
B,61,51,12.72,Reduced Variability (2-5)
B,57,47,13.19,Reduced Variability (2-5)
B,56,48,14.6,Reduced Variability (2-5)
B,59,38,12.78,Reduced Variability (2-5)
B,61,48,13.8,Reduced Variability (2-5)
B,59,52,12.48,Reduced Variability (2-5)
B,60,41,13.62,Reduced Variability (2-5)
B,62,51,13.23,Reduced Variability (2-5)
B,58,47,14.32,Reduced Variability (2-5)
B,58,41,12.95,Reduced Variability (2-5)
B,61,48,13.36,Reduced Variability (2-5)
B,61,49,12.92,Reduced Variability (2-5)
B,60,48,13.29,Reduced Variability (2-5)
B,59,53,14.83,Reduced Variability (2-5)
B,59,51,13.78,Reduced Variability (2-5)
B,55,55,14.58,Reduced Variability (2-5)
B,56,51,13.35,Reduced Variability (2-5)
B,56,52,13.2,Reduced Variability (2-5)
B,64,36,12.14,Reduced Variability (2-5)
B,57,51,12.86,Reduced Variability (2-5)
B,59,48,14.61,Reduced Variability (2-5)
B,60,55,14.25,Reduced Variability (2-5)
B,58,45,13.77,Reduced Variability (2-5)
B,57,47,13.24,Reduced Variability (2-5)
B,61,47,13.16,Reduced Variability (2-5)
B,61,54,13.6,Reduced Variability (2-5)
B,61,37,11.92,Reduced Variability (2-5)
B,60,51,14.88,Reduced Variability (2-5)
B,60,47,13.58,Reduced Variability (2-5)
B,63,43,11.78,Reduced Variability (2-5)
B,61,38,13.64,Reduced Variability (2-5)
B,60,55,13.83,Reduced Variability (2-5)
B,59,51,14.39,Reduced Variability (2-5)
B,61,47,13.4,Reduced Variability (2-5)
B,58,42,12.73,Reduced Variability (2-5)
B,57,53,14.48,Reduced Variability (2-5)
B,62,45,14.31,Reduced Variability (2-5)
B,62,45,13.88,Reduced Variability (2-5)
B,58,44,13.18,Reduced Variability (2-5)
B,59,44,13.26,Reduced Variability (2-5)
B,59,49,14.13,Reduced Variability (2-5)
B,60,55,13.67,Reduced Variability (2-5)
B,60,34,13.25,Reduced Variability (2-5)
B,65,39,12.55,Reduced Variability (2-5)
B,59,46,13.04,Reduced Variability (2-5)
B,60,43,12.62,Reduced Variability (2-5)
B,59,44,12.7,Reduced Variability (2-5)
B,60,45,14.21,Reduced Variability (2-5)
B,57,51,15.38,Reduced Variability (2-5)
B,61,44,13.0,Reduced Variability (2-5)
B,61,46,13.96,Reduced Variability (2-5)
B,62,51,13.65,Reduced Variability (2-5)
B,58,55,14.27,Reduced Variability (2-5)
B,58,45,14.05,Reduced Variability (2-5)
B,56,52,13.7,Reduced Variability (2-5)
B,60,46,14.12,Reduced Variability (2-5)
B,55,49,14.32,Reduced Variability (2-5)
B,58,45,13.86,Reduced Variability (2-5)
B,64,46,13.21,Reduced Variability (2-5)
B,61,42,13.04,Reduced Variability (2-5)
B,57,53,14.9,Reduced Variability (2-5)
B,56,51,14.65,Reduced Variability (2-5)
B,58,48,14.05,Reduced Variability (2-5)
B,63,57,13.96,Reduced Variability (2-5)
B,62,47,12.54,Reduced Variability (2-5)
B,63,43,12.33,Reduced Variability (2-5)
B,57,54,13.57,Reduced Variability (2-5)
B,59,53,13.61,Reduced Variability (2-5)
B,57,53,13.71,Reduced Variability (2-5)
B,60,49,14.25,Reduced Variability (2-5)
B,59,46,12.87,Reduced Variability (2-5)
B,61,43,12.68,Reduced Variability (2-5)
B,54,58,14.78,Reduced Variability (2-5)
B,59,51,14.0,Reduced Variability (2-5)
B,60,47,12.88,Reduced Variability (2-5)
B,63,37,11.63,Reduced Variability (2-5)
B,60,41,13.29,Reduced Variability (2-5)
B,56,54,14.15,Reduced Variability (2-5)
B,58,43,13.41,Reduced Variability (2-5)
B,60,42,13.21,Reduced Variability (2-5)
B,62,45,13.31,Reduced Variability (2-5)
B,61,43,14.16,Reduced Variability (2-5)
B,62,41,12.69,Reduced Variability (2-5)
B,63,49,13.15,Reduced Variability (2-5)
B,60,38,13.21,Reduced Variability (2-5)
B,62,41,13.04,Reduced Variability (2-5)
B,57,49,12.76,Reduced Variability (2-5)
B,61,42,12.8,Reduced Variability (2-5)
B,61,53,13.36,Reduced Variability (2-5)
B,60,42,13.46,Reduced Variability (2-5)
B,59,48,13.7,Reduced Variability (2-5)
B,59,56,13.61,Reduced Variability (2-5)
B,56,49,14.75,Reduced Variability (2-5)
B,61,42,12.76,Reduced Variability (2-5)
B,54,47,14.11,Reduced Variability (2-5)
B,58,50,13.09,Reduced Variability (2-5)
B,63,54,13.3,Reduced Variability (2-5)
B,61,45,13.56,Reduced Variability (2-5)
B,62,45,13.15,Reduced Variability (2-5)
B,55,57,14.47,Reduced Variability (2-5)
B,64,39,13.21,Reduced Variability (2-5)
B,59,43,13.57,Reduced Variability (2-5)
B,63,40,11.56,Reduced Variability (2-5)
B,60,42,13.83,Reduced Variability (2-5)
B,59,47,14.83,Reduced Variability (2-5)
B,58,54,13.95,Reduced Variability (2-5)
B,60,53,13.71,Reduced Variability (2-5)
B,59,47,13.09,Reduced Variability (2-5)
B,60,38,13.17,Reduced Variability (2-5)
B,61,45,12.64,Reduced Variability (2-5)
B,58,56,14.27,Reduced Variability (2-5)
B,60,44,13.96,Reduced Variability (2-5)
B,58,43,12.95,Reduced Variability (2-5)
B,60,55,13.79,Reduced Variability (2-5)
B,61,42,13.72,Reduced Variability (2-5)
B,60,53,13.5,Reduced Variability (2-5)
B,58,53,13.18,Reduced Variability (2-5)
B,62,52,13.77,Reduced Variability (2-5)
B,63,37,12.96,Reduced Variability (2-5)
B,59,52,13.48,Reduced Variability (2-5)
B,60,51,13.5,Reduced Variability (2-5)
B,59,56,14.35,Reduced Variability (2-5)
B,59,46,13.39,Reduced Variability (2-5)
B,63,37,12.15,Reduced Variability (2-5)
B,60,42,13.04,Reduced Variability (2-5)
B,61,44,12.24,Reduced Variability (2-5)
B,68,47,12.97,Reduced Variability (2-5)
B,61,51,13.36,Reduced Variability (2-5)
B,59,45,14.26,Reduced Variability (2-5)
B,63,51,13.22,Reduced Variability (2-5)
B,60,32,11.38,Reduced Variability (2-5)
B,60,48,13.29,Reduced Variability (2-5)
B,61,47,13.2,Reduced Variability (2-5)
B,60,45,13.67,Reduced Variability (2-5)
B,62,51,13.31,Reduced Variability (2-5)
B,59,47,13.65,Reduced Variability (2-5)
B,60,43,12.83,Reduced Variability (2-5)
B,56,50,14.75,Reduced Variability (2-5)
B,58,52,14.55,Reduced Variability (2-5)
B,58,47,14.73,Reduced Variability (2-5)
B,60,48,14.0,Reduced Variability (2-5)
B,60,50,13.08,Reduced Variability (2-5)
B,59,49,14.09,Reduced Variability (2-5)
B,60,45,13.54,Reduced Variability (2-5)
B,60,49,12.88,Reduced Variability (2-5)
B,64,41,12.54,Reduced Variability (2-5)
B,64,35,11.64,Reduced Variability (2-5)
B,60,52,14.38,Reduced Variability (2-5)
B,61,41,13.24,Reduced Variability (2-5)
B,59,44,14.09,Reduced Variability (2-5)
B,62,39,13.31,Reduced Variability (2-5)
B,59,47,13.22,Reduced Variability (2-5)
B,54,49,14.44,Reduced Variability (2-5)
B,61,47,13.16,Reduced Variability (2-5)
B,59,38,14.0,Reduced Variability (2-5)
B,63,43,13.56,Reduced Variability (2-5)
B,59,45,13.13,Reduced Variability (2-5)
B,59,46,12.57,Reduced Variability (2-5)
B,61,49,13.2,Reduced Variability (2-5)
B,61,49,13.8,Reduced Variability (2-5)
B,63,43,14.04,Reduced Variability (2-5)
B,59,40,12.52,Reduced Variability (2-5)
B,60,44,13.25,Reduced Variability (2-5)
B,59,38,12.22,Reduced Variability (2-5)
B,58,46,14.55,Reduced Variability (2-5)
B,59,41,13.87,Reduced Variability (2-5)
B,61,47,13.44,Reduced Variability (2-5)
B,62,37,12.46,Reduced Variability (2-5)
B,58,41,14.09,Reduced Variability (2-5)
B,61,49,12.48,Reduced Variability (2-5)
B,56,48,15.1,Reduced Variability (2-5)
B,60,47,13.62,Reduced Variability (2-5)
B,64,42,13.46,Reduced Variability (2-5)
B,57,54,14.57,Reduced Variability (2-5)
B,54,50,15.06,Reduced Variability (2-5)
B,61,39,12.16,Reduced Variability (2-5)
B,59,49,13.09,Reduced Variability (2-5)
B,60,51,13.62,Reduced Variability (2-5)
B,60,48,14.38,Reduced Variability (2-5)
B,58,38,13.0,Reduced Variability (2-5)
B,59,42,14.17,Reduced Variability (2-5)
B,60,55,14.25,Reduced Variability (2-5)
B,57,45,13.19,Reduced Variability (2-5)
B,59,49,14.61,Reduced Variability (2-5)
B,61,47,13.12,Reduced Variability (2-5)
B,63,52,13.7,Reduced Variability (2-5)
B,57,51,14.19,Reduced Variability (2-5)
B,58,52,14.18,Reduced Variability (2-5)
B,61,45,13.64,Reduced Variability (2-5)
B,59,44,13.65,Reduced Variability (2-5)
B,59,41,13.43,Reduced Variability (2-5)
B,60,40,12.62,Reduced Variability (2-5)
B,62,38,12.88,Reduced Variability (2-5)
B,62,43,12.88,Reduced Variability (2-5)
B,60,50,13.08,Reduced Variability (2-5)
B,65,40,13.03,Reduced Variability (2-5)
B,59,43,13.17,Reduced Variability (2-5)
B,58,51,13.18,Reduced Variability (2-5)
B,57,54,14.52,Reduced Variability (2-5)
B,60,40,12.58,Reduced Variability (2-5)
B,62,39,12.73,Reduced Variability (2-5)
B,62,44,13.12,Reduced Variability (2-5)
B,57,52,14.52,Reduced Variability (2-5)
B,61,41,12.8,Reduced Variability (2-5)
B,60,42,13.29,Reduced Variability (2-5)
B,57,43,13.05,Reduced Variability (2-5)
B,63,50,13.26,Reduced Variability (2-5)
B,62,43,13.35,Reduced Variability (2-5)
B,59,49,14.17,Reduced Variability (2-5)
B,59,48,14.04,Reduced Variability (2-5)
B,63,50,12.89,Reduced Variability (2-5)
B,57,50,14.71,Reduced Variability (2-5)
B,61,42,13.52,Reduced Variability (2-5)
B,62,40,13.12,Reduced Variability (2-5)
B,57,49,14.24,Reduced Variability (2-5)
B,60,48,14.38,Reduced Variability (2-5)
B,60,43,13.38,Reduced Variability (2-5)
B,54,51,14.56,Reduced Variability (2-5)
B,61,45,13.52,Reduced Variability (2-5)
B,59,42,13.39,Reduced Variability (2-5)
B,60,49,14.12,Reduced Variability (2-5)
B,63,35,13.11,Reduced Variability (2-5)
B,60,51,14.04,Reduced Variability (2-5)
B,63,45,12.74,Reduced Variability (2-5)
B,59,41,13.09,Reduced Variability (2-5)
B,62,40,13.96,Reduced Variability (2-5)
B,55,41,13.68,Reduced Variability (2-5)
B,60,44,14.21,Reduced Variability (2-5)
B,60,52,14.04,Reduced Variability (2-5)
B,60,45,13.46,Reduced Variability (2-5)
B,62,35,13.54,Reduced Variability (2-5)
B,60,48,13.62,Reduced Variability (2-5)
B,57,44,12.57,Reduced Variability (2-5)
B,61,38,13.64,Reduced Variability (2-5)
B,61,49,13.72,Reduced Variability (2-5)
B,58,42,13.5,Reduced Variability (2-5)
B,57,54,14.95,Reduced Variability (2-5)
B,59,40,13.52,Reduced Variability (2-5)
B,62,49,12.38,Reduced Variability (2-5)
B,56,48,14.45,Reduced Variability (2-5)
B,57,40,12.95,Reduced Variability (2-5)
B,59,41,13.35,Reduced Variability (2-5)
B,60,45,13.08,Reduced Variability (2-5)
B,60,44,13.08,Reduced Variability (2-5)
B,59,58,14.57,Reduced Variability (2-5)
B,61,46,13.8,Reduced Variability (2-5)
B,58,51,13.95,Reduced Variability (2-5)
B,62,34,12.77,Reduced Variability (2-5)
B,59,44,14.74,Reduced Variability (2-5)
B,58,44,14.41,Reduced Variability (2-5)
B,58,41,12.41,Reduced Variability (2-5)
B,59,40,13.57,Reduced Variability (2-5)
B,60,38,14.83,Reduced Variability (2-5)
B,61,42,12.72,Reduced Variability (2-5)
B,57,53,14.81,Reduced Variability (2-5)
B,62,35,13.73,Reduced Variability (2-5)
B,59,46,12.91,Reduced Variability (2-5)
B,57,42,14.38,Reduced Variability (2-5)
B,59,55,14.3,Reduced Variability (2-5)
B,57,50,14.0,Reduced Variability (2-5)
B,60,45,12.54,Reduced Variability (2-5)
B,58,51,14.5,Reduced Variability (2-5)
B,60,42,14.12,Reduced Variability (2-5)
B,58,56,14.55,Reduced Variability (2-5)
B,64,35,11.75,Reduced Variability (2-5)
B,62,50,12.19,Reduced Variability (2-5)
B,56,50,14.25,Reduced Variability (2-5)
B,57,49,13.43,Reduced Variability (2-5)
B,61,41,13.24,Reduced Variability (2-5)
B,62,43,13.0,Reduced Variability (2-5)
B,61,51,13.8,Reduced Variability (2-5)
B,59,50,14.0,Reduced Variability (2-5)
B,59,44,14.52,Reduced Variability (2-5)
B,58,47,13.27,Reduced Variability (2-5)
B,54,59,15.61,Reduced Variability (2-5)
B,61,41,13.24,Reduced Variability (2-5)
B,61,45,12.88,Reduced Variability (2-5)
B,62,46,14.23,Reduced Variability (2-5)
B,61,49,14.12,Reduced Variability (2-5)
B,63,53,13.44,Reduced Variability (2-5)
B,60,47,14.42,Reduced Variability (2-5)
B,58,45,13.95,Reduced Variability (2-5)
B,56,54,14.45,Reduced Variability (2-5)
B,59,49,13.7,Reduced Variability (2-5)
B,58,46,13.41,Reduced Variability (2-5)
B,63,40,14.19,Reduced Variability (2-5)
B,58,52,14.36,Reduced Variability (2-5)
B,62,54,13.58,Reduced Variability (2-5)
B,58,50,13.09,Reduced Variability (2-5)
B,56,49,15.05,Reduced Variability (2-5)
B,56,46,13.15,Reduced Variability (2-5)
B,59,44,13.57,Reduced Variability (2-5)
B,63,43,13.19,Reduced Variability (2-5)
B,57,54,15.14,Reduced Variability (2-5)
B,60,45,12.29,Reduced Variability (2-5)
B,58,46,13.5,Reduced Variability (2-5)
B,65,39,12.9,Reduced Variability (2-5)
B,62,42,13.16,Reduced Variability (2-5)
B,61,46,12.64,Reduced Variability (2-5)
B,57,49,14.57,Reduced Variability (2-5)
B,58,50,14.41,Reduced Variability (2-5)
B,57,43,13.24,Reduced Variability (2-5)
B,61,43,14.36,Reduced Variability (2-5)
B,60,40,12.92,Reduced Variability (2-5)
B,58,49,13.36,Reduced Variability (2-5)
B,59,48,14.09,Reduced Variability (2-5)
B,59,49,13.83,Reduced Variability (2-5)
B,60,39,11.42,Reduced Variability (2-5)
B,61,44,13.44,Reduced Variability (2-5)
B,62,42,12.85,Reduced Variability (2-5)
B,60,44,13.92,Reduced Variability (2-5)
B,60,44,12.83,Reduced Variability (2-5)
B,61,49,12.48,Reduced Variability (2-5)
B,59,45,13.7,Reduced Variability (2-5)
B,56,58,14.25,Reduced Variability (2-5)
B,62,42,13.38,Reduced Variability (2-5)
B,58,46,13.18,Reduced Variability (2-5)
B,60,43,13.12,Reduced Variability (2-5)
B,60,41,13.67,Reduced Variability (2-5)
B,59,47,12.83,Reduced Variability (2-5)
B,58,50,13.32,Reduced Variability (2-5)
B,58,46,14.05,Reduced Variability (2-5)
B,58,52,14.82,Reduced Variability (2-5)
B,59,47,13.04,Reduced Variability (2-5)
B,55,44,13.16,Reduced Variability (2-5)
B,58,44,13.64,Reduced Variability (2-5)
B,61,48,13.76,Reduced Variability (2-5)
B,56,45,13.55,Reduced Variability (2-5)
B,57,51,14.05,Reduced Variability (2-5)
B,64,45,13.43,Reduced Variability (2-5)
B,58,53,13.73,Reduced Variability (2-5)
B,64,39,12.43,Reduced Variability (2-5)
B,62,60,14.23,Reduced Variability (2-5)
B,62,42,12.81,Reduced Variability (2-5)
B,60,49,14.12,Reduced Variability (2-5)
B,59,47,14.35,Reduced Variability (2-5)
B,57,42,13.05,Reduced Variability (2-5)
B,62,50,12.88,Reduced Variability (2-5)
B,57,51,14.57,Reduced Variability (2-5)
B,59,45,13.13,Reduced Variability (2-5)
B,63,44,11.78,Reduced Variability (2-5)
B,63,45,12.11,Reduced Variability (2-5)
B,61,40,12.08,Reduced Variability (2-5)
B,59,51,14.96,Reduced Variability (2-5)
B,58,54,14.14,Reduced Variability (2-5)
B,60,42,13.58,Reduced Variability (2-5)
B,63,41,13.7,Reduced Variability (2-5)
B,61,38,11.88,Reduced Variability (2-5)
B,62,30,11.96,Reduced Variability (2-5)
B,62,36,12.65,Reduced Variability (2-5)
B,61,48,13.12,Reduced Variability (2-5)
B,61,46,13.04,Reduced Variability (2-5)
B,59,45,12.3,Reduced Variability (2-5)
B,60,46,13.54,Reduced Variability (2-5)
B,56,49,14.45,Reduced Variability (2-5)
B,58,54,14.23,Reduced Variability (2-5)
B,58,51,14.27,Reduced Variability (2-5)
B,59,48,13.3,Reduced Variability (2-5)
B,57,51,14.71,Reduced Variability (2-5)
B,57,49,14.33,Reduced Variability (2-5)
B,60,49,14.67,Reduced Variability (2-5)
B,55,49,15.63,Reduced Variability (2-5)
B,58,45,13.68,Reduced Variability (2-5)
B,60,62,14.12,Reduced Variability (2-5)
B,61,50,14.44,Reduced Variability (2-5)
B,61,40,13.24,Reduced Variability (2-5)
B,58,53,14.27,Reduced Variability (2-5)
B,60,42,13.96,Reduced Variability (2-5)
B,60,51,14.38,Reduced Variability (2-5)
B,60,50,13.25,Reduced Variability (2-5)
B,63,41,13.81,Reduced Variability (2-5)
B,57,48,13.9,Reduced Variability (2-5)
B,59,40,13.04,Reduced Variability (2-5)
B,62,39,13.65,Reduced Variability (2-5)
B,58,50,15.32,Reduced Variability (2-5)
B,54,45,14.78,Reduced Variability (2-5)
B,62,52,13.31,Reduced Variability (2-5)
B,64,51,12.82,Reduced Variability (2-5)
B,63,36,12.74,Reduced Variability (2-5)
B,59,52,13.52,Reduced Variability (2-5)
B,62,40,13.31,Reduced Variability (2-5)
B,62,42,13.04,Reduced Variability (2-5)
B,60,50,14.04,Reduced Variability (2-5)
B,64,50,12.71,Reduced Variability (2-5)
B,58,52,12.73,Reduced Variability (2-5)
B,63,38,13.52,Reduced Variability (2-5)
B,56,53,14.9,Reduced Variability (2-5)
B,61,46,12.92,Reduced Variability (2-5)
B,62,35,11.38,Reduced Variability (2-5)
B,59,44,14.26,Reduced Variability (2-5)
B,60,40,12.71,Reduced Variability (2-5)
B,62,42,13.88,Reduced Variability (2-5)
B,61,38,14.24,Reduced Variability (2-5)
B,57,35,12.9,Reduced Variability (2-5)
B,61,49,14.32,Reduced Variability (2-5)
B,58,49,14.18,Reduced Variability (2-5)
B,58,42,12.82,Reduced Variability (2-5)
B,59,46,13.3,Reduced Variability (2-5)
B,56,58,14.55,Reduced Variability (2-5)
B,62,47,13.0,Reduced Variability (2-5)
B,60,47,13.29,Reduced Variability (2-5)
B,57,46,14.62,Reduced Variability (2-5)
B,61,48,14.12,Reduced Variability (2-5)
B,61,40,12.56,Reduced Variability (2-5)
B,61,37,12.56,Reduced Variability (2-5)
C,58,59,17.62,Increased WIP (5)
C,57,61,17.75,Increased WIP (5)
C,61,53,15.12,Increased WIP (5)
C,62,56,15.53,Increased WIP (5)
C,56,74,17.73,Increased WIP (5)
C,60,49,16.87,Increased WIP (5)
C,57,60,15.92,Increased WIP (5)
C,54,63,17.67,Increased WIP (5)
C,51,54,18.0,Increased WIP (5)
C,58,67,18.46,Increased WIP (5)
C,56,65,16.0,Increased WIP (5)
C,65,43,13.65,Increased WIP (5)
C,60,63,15.93,Increased WIP (5)
C,54,51,16.78,Increased WIP (5)
C,59,54,17.5,Increased WIP (5)
C,53,68,17.75,Increased WIP (5)
C,47,75,20.0,Increased WIP (5)
C,63,40,13.94,Increased WIP (5)
C,57,57,16.17,Increased WIP (5)
C,55,58,17.0,Increased WIP (5)
C,54,65,18.0,Increased WIP (5)
C,48,64,19.0,Increased WIP (5)
C,60,57,16.87,Increased WIP (5)
C,59,46,15.43,Increased WIP (5)
C,51,61,18.83,Increased WIP (5)
C,55,65,18.4,Increased WIP (5)
C,56,62,17.09,Increased WIP (5)
C,60,60,16.67,Increased WIP (5)
C,58,64,16.54,Increased WIP (5)
C,55,66,17.8,Increased WIP (5)
C,63,55,13.67,Increased WIP (5)
C,64,38,14.68,Increased WIP (5)
C,50,57,19.6,Increased WIP (5)
C,59,58,17.93,Increased WIP (5)
C,58,51,16.38,Increased WIP (5)
C,57,49,16.08,Increased WIP (5)
C,53,57,16.25,Increased WIP (5)
C,58,63,17.08,Increased WIP (5)
C,52,53,18.71,Increased WIP (5)
C,54,51,17.11,Increased WIP (5)
C,55,70,18.1,Increased WIP (5)
C,58,64,17.0,Increased WIP (5)
C,57,52,15.67,Increased WIP (5)
C,60,44,16.53,Increased WIP (5)
C,58,58,16.23,Increased WIP (5)
C,56,70,17.36,Increased WIP (5)
C,55,59,18.0,Increased WIP (5)
C,61,58,16.69,Increased WIP (5)
C,53,58,18.62,Increased WIP (5)
C,57,72,16.33,Increased WIP (5)
C,57,53,18.0,Increased WIP (5)
C,63,71,16.78,Increased WIP (5)
C,52,73,19.29,Increased WIP (5)
C,58,57,16.92,Increased WIP (5)
C,55,50,17.2,Increased WIP (5)
C,57,61,15.92,Increased WIP (5)
C,58,59,17.85,Increased WIP (5)
C,61,58,15.81,Increased WIP (5)
C,57,64,17.17,Increased WIP (5)
C,59,58,16.14,Increased WIP (5)
C,57,53,18.42,Increased WIP (5)
C,61,41,16.25,Increased WIP (5)
C,60,44,14.33,Increased WIP (5)
C,54,53,17.33,Increased WIP (5)
C,57,69,17.75,Increased WIP (5)
C,60,52,16.27,Increased WIP (5)
C,54,68,16.44,Increased WIP (5)
C,61,65,14.12,Increased WIP (5)
C,58,51,17.46,Increased WIP (5)
C,55,54,17.1,Increased WIP (5)
C,49,50,18.5,Increased WIP (5)
C,60,61,15.53,Increased WIP (5)
C,52,61,19.0,Increased WIP (5)
C,55,55,18.0,Increased WIP (5)
C,58,48,15.31,Increased WIP (5)
C,50,69,19.8,Increased WIP (5)
C,55,73,17.1,Increased WIP (5)
C,57,48,15.0,Increased WIP (5)
C,49,68,19.0,Increased WIP (5)
C,51,65,17.67,Increased WIP (5)
C,59,54,16.14,Increased WIP (5)
C,59,46,17.21,Increased WIP (5)
C,55,61,16.8,Increased WIP (5)
C,57,70,17.33,Increased WIP (5)
C,51,67,18.83,Increased WIP (5)
C,52,55,18.14,Increased WIP (5)
