SimID;Strategy;Strategy Label;Total Output;End WIP;Avg Cycle Time
10080;C;Increased WIP (5);61;45;15,62
10081;C;Increased WIP (5);58;52;15,69
10082;C;Increased WIP (5);52;54;17,86
10083;C;Increased WIP (5);50;65;18,4
10084;C;Increased WIP (5);61;54;16
10085;C;Increased WIP (5);50;63;18,8
10086;C;Increased WIP (5);57;70;17,67
10087;C;Increased WIP (5);51;71;18,5
10088;C;Increased WIP (5);62;59;16
10089;C;Increased WIP (5);61;56;15,19
10090;C;Increased WIP (5);57;68;18,08
10091;C;Increased WIP (5);59;66;15,36
10092;C;Increased WIP (5);62;48;17,59
10093;C;Increased WIP (5);60;52;16,4
10094;C;Increased WIP (5);56;60;19
10095;C;Increased WIP (5);59;57;17
10096;C;Increased WIP (5);64;49;15,06
10097;C;Increased WIP (5);56;63;18,55
10098;C;Increased WIP (5);54;76;17,22
10099;C;Increased WIP (5);62;50;14,41
10100;C;Increased WIP (5);54;45;16,44
10101;C;Increased WIP (5);48;66;19
10102;C;Increased WIP (5);58;62;17,31
10103;C;Increased WIP (5);54;73;17,89
10104;C;Increased WIP (5);64;57;14,26
10105;C;Increased WIP (5);57;53;17,17
10106;C;Increased WIP (5);58;57;17,31
10107;C;Increased WIP (5);57;52;16,33
10108;C;Increased WIP (5);57;61;16,83
10109;C;Increased WIP (5);56;56;16,45
10110;C;Increased WIP (5);55;72;16,6
10111;C;Increased WIP (5);52;74;18,57
10112;C;Increased WIP (5);62;48;14,24
10113;C;Increased WIP (5);53;66;17,5
10114;C;Increased WIP (5);54;61;18,56
10115;C;Increased WIP (5);61;52;15,31
10116;C;Increased WIP (5);59;58;16
10117;C;Increased WIP (5);47;84;19,5
10118;C;Increased WIP (5);54;66;17,22
10119;C;Increased WIP (5);62;56;17,35
10120;C;Increased WIP (5);57;57;17,17
10121;C;Increased WIP (5);56;59;16,18
10122;C;Increased WIP (5);57;64;15,92
10123;C;Increased WIP (5);60;71;16,33
10124;C;Increased WIP (5);68;40;13,7
10125;C;Increased WIP (5);61;53;16,12
10126;C;Increased WIP (5);54;64;17,33
10127;C;Increased WIP (5);54;73;18
10128;C;Increased WIP (5);61;54;17,19
10129;C;Increased WIP (5);60;55;15,87
10130;C;Increased WIP (5);65;47;14,9
10131;C;Increased WIP (5);51;60;18,33
10132;C;Increased WIP (5);59;53;17,36
10133;C;Increased WIP (5);61;57;16,69
10134;C;Increased WIP (5);58;45;17,08
10135;C;Increased WIP (5);56;60;18,18
10136;C;Increased WIP (5);59;52;16,14
10137;C;Increased WIP (5);61;61;15,12
10138;C;Increased WIP (5);51;59;17,83
10139;C;Increased WIP (5);63;52;16,67
10140;C;Increased WIP (5);61;46;15,69
10141;C;Increased WIP (5);62;48;15,41
10142;C;Increased WIP (5);62;66;15,24
10143;C;Increased WIP (5);54;69;17,56
10144;C;Increased WIP (5);60;71;17
10145;C;Increased WIP (5);60;51;15,67
10146;C;Increased WIP (5);59;54;14,5
10147;C;Increased WIP (5);53;63;18,5
10148;C;Increased WIP (5);58;55;17,69
10149;C;Increased WIP (5);45;73;0
10150;C;Increased WIP (5);54;59;18,56
10151;C;Increased WIP (5);60;60;16,8
10152;C;Increased WIP (5);66;50;14,71
10153;C;Increased WIP (5);60;55;15,27
10154;C;Increased WIP (5);57;73;16,83
10155;C;Increased WIP (5);55;69;18,9
10156;C;Increased WIP (5);49;72;18,75
10157;C;Increased WIP (5);59;44;16,14
10158;C;Increased WIP (5);52;60;17,43
10159;C;Increased WIP (5);56;55;16
10160;C;Increased WIP (5);65;44;15,8
10161;C;Increased WIP (5);55;52;18
10162;C;Increased WIP (5);57;57;18
10163;C;Increased WIP (5);57;56;15,42
10164;C;Increased WIP (5);52;56;18
10165;C;Increased WIP (5);60;57;15,47
10166;C;Increased WIP (5);62;57;16,82
10167;C;Increased WIP (5);66;39;14,05
10168;C;Increased WIP (5);52;58;18,43
10169;C;Increased WIP (5);55;57;17,7
10170;C;Increased WIP (5);55;65;17,1
10171;C;Increased WIP (5);54;54;17,78
10172;C;Increased WIP (5);53;58;17
10173;C;Increased WIP (5);62;57;16,71
10174;C;Increased WIP (5);55;52;18
10175;C;Increased WIP (5);61;58;14,44
10176;C;Increased WIP (5);59;44;17,43
10177;C;Increased WIP (5);64;40;14,42
10178;C;Increased WIP (5);60;54;15,27
10179;C;Increased WIP (5);60;55;16,8
10180;C;Increased WIP (5);57;67;15,08
10181;C;Increased WIP (5);63;47;15,39
10182;C;Increased WIP (5);59;61;18
10183;C;Increased WIP (5);53;46;17,25
10184;C;Increased WIP (5);62;54;16,47
10185;C;Increased WIP (5);47;68;20
10186;C;Increased WIP (5);63;51;14,17
10187;C;Increased WIP (5);51;57;18,33
10188;C;Increased WIP (5);53;63;18,88
10189;C;Increased WIP (5);60;50;15,47
10190;C;Increased WIP (5);56;68;17,36
10191;C;Increased WIP (5);53;66;18
10192;C;Increased WIP (5);50;81;19,2
10193;C;Increased WIP (5);50;47;18,8
10194;C;Increased WIP (5);59;52;16,43
10195;C;Increased WIP (5);62;50;16,18
10196;C;Increased WIP (5);56;67;16,36
10197;C;Increased WIP (5);63;61;15,61
10198;C;Increased WIP (5);60;63;15,93
10199;C;Increased WIP (5);52;35;17,86
10200;C;Increased WIP (5);55;61;17,1
10201;C;Increased WIP (5);56;61;17,82
10202;C;Increased WIP (5);47;73;19,5
10203;C;Increased WIP (5);65;46;15,95
10204;C;Increased WIP (5);51;67;18,33
10205;C;Increased WIP (5);59;62;16,5
10206;C;Increased WIP (5);59;72;16,21
10207;C;Increased WIP (5);60;54;17,13
10208;C;Increased WIP (5);58;64;16,08
10209;C;Increased WIP (5);59;62;16,57
10210;C;Increased WIP (5);56;55;17
10211;C;Increased WIP (5);63;47;16,61
10212;C;Increased WIP (5);59;60;16,57
10213;C;Increased WIP (5);56;55;16,55
10214;C;Increased WIP (5);59;57;16,14
10215;C;Increased WIP (5);59;63;16,14
10216;C;Increased WIP (5);54;53;18
10217;C;Increased WIP (5);54;60;17,67
10218;C;Increased WIP (5);54;73;17,89
10219;C;Increased WIP (5);53;51;17,62
10220;C;Increased WIP (5);55;52;17
10221;C;Increased WIP (5);57;72;17,67
10222;C;Increased WIP (5);62;65;14,88
10223;C;Increased WIP (5);50;60;18,2
10224;C;Increased WIP (5);61;55;16,81
10225;C;Increased WIP (5);53;54;18,75
10226;C;Increased WIP (5);59;53;17,43
10227;C;Increased WIP (5);61;44;14,81
10228;C;Increased WIP (5);59;51;15,93
10229;C;Increased WIP (5);62;65;16,82
10230;C;Increased WIP (5);63;62;15,22
10231;C;Increased WIP (5);58;43;15,38
10232;C;Increased WIP (5);58;70;15,77
10233;C;Increased WIP (5);63;40;13,94
10234;C;Increased WIP (5);59;54;16,71
10235;C;Increased WIP (5);61;65;15,69
10236;C;Increased WIP (5);57;63;16,58
10237;C;Increased WIP (5);51;67;18,67
10238;C;Increased WIP (5);58;71;17,23
10239;C;Increased WIP (5);61;63;16,38
10240;C;Increased WIP (5);51;70;17,33
10241;C;Increased WIP (5);61;53;16,19
10242;C;Increased WIP (5);56;47;17,18
10243;C;Increased WIP (5);53;65;18
10244;C;Increased WIP (5);52;48;17,86
10245;C;Increased WIP (5);54;56;17,11
10246;C;Increased WIP (5);56;59;18,27
10247;C;Increased WIP (5);56;58;16,18
10248;C;Increased WIP (5);65;54;16,55
10249;C;Increased WIP (5);58;52;16,92
10250;C;Increased WIP (5);54;56;18,22
10251;C;Increased WIP (5);61;61;14
10252;C;Increased WIP (5);64;42;15,47
10253;C;Increased WIP (5);56;65;16,82
10254;C;Increased WIP (5);60;51;15,8
10255;C;Increased WIP (5);54;65;17,33
10256;C;Increased WIP (5);61;60;15,62
10257;C;Increased WIP (5);58;74;17,77
10258;C;Increased WIP (5);61;58;15,81
10259;C;Increased WIP (5);55;61;18,1
10260;C;Increased WIP (5);55;63;18,3
10261;C;Increased WIP (5);61;48;15,31
10262;C;Increased WIP (5);60;53;17,47
10263;C;Increased WIP (5);63;69;15,83
10264;C;Increased WIP (5);59;52;17,93
10265;C;Increased WIP (5);53;61;17,75
10266;C;Increased WIP (5);48;66;19,67
10267;C;Increased WIP (5);54;53;17,78
10268;C;Increased WIP (5);50;67;17,8
10269;C;Increased WIP (5);68;52;14,35
10270;C;Increased WIP (5);58;38;14,46
10271;C;Increased WIP (5);54;56;17,67
10272;C;Increased WIP (5);54;68;17,78
10273;C;Increased WIP (5);56;76;17,73
10274;C;Increased WIP (5);58;55;16,54
10275;C;Increased WIP (5);60;57;16,13
10276;C;Increased WIP (5);58;63;16,15
10277;C;Increased WIP (5);55;55;18,1
10278;C;Increased WIP (5);51;54;18,33
10279;C;Increased WIP (5);58;63;16,69
10280;C;Increased WIP (5);60;55;16,93
10281;C;Increased WIP (5);54;68;17,67
10282;C;Increased WIP (5);54;61;17,78
10283;C;Increased WIP (5);48;71;19,67
10284;C;Increased WIP (5);52;66;17,71
10285;C;Increased WIP (5);68;50;15,17
10286;C;Increased WIP (5);57;59;16,25
10287;C;Increased WIP (5);57;58;18,25
10288;C;Increased WIP (5);62;52;15,35
10289;C;Increased WIP (5);56;53;17,45
10290;C;Increased WIP (5);50;67;19,6
10291;C;Increased WIP (5);55;64;17,3
10292;C;Increased WIP (5);48;59;19
10293;C;Increased WIP (5);54;58;17,89
10294;C;Increased WIP (5);53;73;17,5
10295;C;Increased WIP (5);57;62;17,08
10296;C;Increased WIP (5);53;70;19
10297;C;Increased WIP (5);60;58;16,13
10298;C;Increased WIP (5);62;51;14,06
10299;C;Increased WIP (5);55;61;17,4
10300;C;Increased WIP (5);62;62;16,94
10301;C;Increased WIP (5);59;53;15,5
10302;C;Increased WIP (5);53;54;18,25
10303;C;Increased WIP (5);52;66;17,57
10304;C;Increased WIP (5);56;53;17
10305;C;Increased WIP (5);55;56;17,4
10306;C;Increased WIP (5);56;50;16,18
10307;C;Increased WIP (5);55;62;17
10308;C;Increased WIP (5);59;56;16,07
10309;C;Increased WIP (5);58;63;18
10310;C;Increased WIP (5);51;54;18,5
10311;C;Increased WIP (5);55;61;18
10312;C;Increased WIP (5);54;67;17,56
10313;C;Increased WIP (5);61;57;15,81
10314;C;Increased WIP (5);52;60;19,29
10315;C;Increased WIP (5);57;48;17,33
10316;C;Increased WIP (5);62;59;15,88
10317;C;Increased WIP (5);59;49;16,79
10318;C;Increased WIP (5);54;66;17,56
10319;C;Increased WIP (5);58;45;15,77
10320;C;Increased WIP (5);65;53;16,2
10321;C;Increased WIP (5);50;72;19,2
10322;C;Increased WIP (5);51;73;18,83
10323;C;Increased WIP (5);56;58;17
10324;C;Increased WIP (5);61;54;16,75
10325;C;Increased WIP (5);57;67;16,5
10326;C;Increased WIP (5);57;76;17,75
10327;C;Increased WIP (5);65;54;14,75
10328;C;Increased WIP (5);54;58;18,78
10329;C;Increased WIP (5);50;68;18
10330;C;Increased WIP (5);60;56;16
10331;C;Increased WIP (5);56;57;17
10332;C;Increased WIP (5);64;49;16
10333;C;Increased WIP (5);58;58;16,46
10334;C;Increased WIP (5);56;72;17,45
10335;C;Increased WIP (5);62;58;15,82
10336;C;Increased WIP (5);60;55;17,47
10337;C;Increased WIP (5);61;43;15,75
10338;C;Increased WIP (5);56;55;17,09
10339;C;Increased WIP (5);54;63;18,78
10340;C;Increased WIP (5);55;53;16
10341;C;Increased WIP (5);63;42;14,39
10342;C;Increased WIP (5);62;54;14,24
10343;C;Increased WIP (5);63;53;16,61
10344;C;Increased WIP (5);59;49;14,71
10345;C;Increased WIP (5);49;60;18,75
10346;C;Increased WIP (5);54;71;18,44
10347;C;Increased WIP (5);55;57;17
10348;C;Increased WIP (5);55;55;18,2
10349;C;Increased WIP (5);61;70;16,12
10350;C;Increased WIP (5);61;55;15,62
10351;C;Increased WIP (5);54;55;17,11
10352;C;Increased WIP (5);56;58;17,36
10353;C;Increased WIP (5);57;55;16,5
10354;C;Increased WIP (5);56;70;18,55
10355;C;Increased WIP (5);66;45;15,48
10356;C;Increased WIP (5);55;55;16,7
10357;C;Increased WIP (5);55;60;16,8
10358;C;Increased WIP (5);55;45;17,4
10359;C;Increased WIP (5);56;63;17,09
10360;C;Increased WIP (5);55;58;17,4
10361;C;Increased WIP (5);56;47;17,55
10362;C;Increased WIP (5);53;56;19
10363;C;Increased WIP (5);61;61;16,06
10364;C;Increased WIP (5);60;59;16,33
10365;C;Increased WIP (5);57;67;16,58
10366;C;Increased WIP (5);53;59;18,38
10367;C;Increased WIP (5);57;44;17,17
10368;C;Increased WIP (5);55;66;16
10369;C;Increased WIP (5);57;54;16,33
10370;C;Increased WIP (5);66;52;14,52
10371;C;Increased WIP (5);65;42;13,3
10372;C;Increased WIP (5);53;53;16,88
10373;C;Increased WIP (5);58;72;16,54
10374;C;Increased WIP (5);55;57;18,6
10375;C;Increased WIP (5);50;63;18,6
10376;C;Increased WIP (5);55;56;16,5
10377;C;Increased WIP (5);49;64;19,25
10378;C;Increased WIP (5);64;53;14,42
10379;C;Increased WIP (5);58;52;16,15
10380;C;Increased WIP (5);59;59;15,93
10381;C;Increased WIP (5);61;41;14,38
10382;C;Increased WIP (5);63;45;14,89
10383;C;Increased WIP (5);57;70;17
10384;C;Increased WIP (5);54;63;18,11
10385;C;Increased WIP (5);63;52;16,11
10386;C;Increased WIP (5);58;60;16,38
10387;C;Increased WIP (5);62;45;13,41
10388;C;Increased WIP (5);62;35;16,24
10389;C;Increased WIP (5);54;57;17
10390;C;Increased WIP (5);55;42;16,7
10391;C;Increased WIP (5);48;64;19,33
10392;C;Increased WIP (5);57;60;17,25
10393;C;Increased WIP (5);62;56;16,53
10394;C;Increased WIP (5);60;58;15,07
10395;C;Increased WIP (5);58;67;16,69
10396;C;Increased WIP (5);59;68;17,36
10397;C;Increased WIP (5);59;64;15,57
10398;C;Increased WIP (5);56;71;17,27
10399;C;Increased WIP (5);54;56;16,44
10400;C;Increased WIP (5);57;39;15,08
10401;C;Increased WIP (5);57;62;16,83
10402;C;Increased WIP (5);59;61;15,93
10403;C;Increased WIP (5);58;66;15,46
10404;C;Increased WIP (5);52;70;18,43
10405;C;Increased WIP (5);64;59;15,42
10406;C;Increased WIP (5);57;60;16,08
10407;C;Increased WIP (5);54;50;18,22
10408;C;Increased WIP (5);58;45;16,77
10409;C;Increased WIP (5);48;63;19
10410;C;Increased WIP (5);58;54;16
10411;C;Increased WIP (5);60;70;16,2
10412;C;Increased WIP (5);58;48;17
10413;C;Increased WIP (5);60;55;15,53
10414;C;Increased WIP (5);52;66;17,71
10415;C;Increased WIP (5);62;49;14,88
10416;C;Increased WIP (5);63;36;14,39
10417;C;Increased WIP (5);61;55;16,69
10418;C;Increased WIP (5);56;63;17,18
10419;C;Increased WIP (5);60;56;14,4
10420;C;Increased WIP (5);52;54;19,29
10421;C;Increased WIP (5);63;60;16,28
10422;C;Increased WIP (5);61;56;17,12
10423;C;Increased WIP (5);55;57;17,3
10424;C;Increased WIP (5);60;70;16,53
10425;C;Increased WIP (5);53;55;19,25
10426;C;Increased WIP (5);60;62;16,8
10427;C;Increased WIP (5);59;44;15,14
10428;C;Increased WIP (5);58;57;14,62
10429;C;Increased WIP (5);61;59;16,94
10430;C;Increased WIP (5);61;45;16,5
10431;C;Increased WIP (5);58;68;17,31
10432;C;Increased WIP (5);58;69;17,38
10433;C;Increased WIP (5);61;53;15,5
10434;C;Increased WIP (5);61;36;16,19
10435;C;Increased WIP (5);60;51;16,53
10436;C;Increased WIP (5);58;51;15,77
10437;C;Increased WIP (5);58;52;16,62
10438;C;Increased WIP (5);57;60;15,83
10439;C;Increased WIP (5);60;50;16
10440;C;Increased WIP (5);57;67;16,17
10441;C;Increased WIP (5);57;62;18,33
10442;C;Increased WIP (5);48;62;19,67
10443;C;Increased WIP (5);61;41;14,81
10444;C;Increased WIP (5);55;73;18,3
10445;C;Increased WIP (5);55;69;17,2
10446;C;Increased WIP (5);56;66;17,55
10447;C;Increased WIP (5);52;79;18,14
10448;C;Increased WIP (5);58;63;16,46
10449;C;Increased WIP (5);59;56;16,07
10450;C;Increased WIP (5);59;52;16
10451;C;Increased WIP (5);57;56;17,17
10452;C;Increased WIP (5);55;55;15,5
10453;C;Increased WIP (5);59;50;17,29
10454;C;Increased WIP (5);57;63;17,58
10455;C;Increased WIP (5);51;76;18,33
10456;C;Increased WIP (5);60;58;16,6
10457;C;Increased WIP (5);58;59;16,77
10458;C;Increased WIP (5);61;43;15,62
10459;C;Increased WIP (5);56;57;17
10460;C;Increased WIP (5);60;68;16,07
10461;C;Increased WIP (5);52;68;16,29
10462;C;Increased WIP (5);60;49;17,33
10463;C;Increased WIP (5);52;57;17,71
10464;C;Increased WIP (5);57;74;17,92
10465;C;Increased WIP (5);52;53;16,29
10466;C;Increased WIP (5);60;37;14,87
10467;C;Increased WIP (5);65;48;14,6
10468;C;Increased WIP (5);58;64;17,62
10469;C;Increased WIP (5);64;52;16,05
10470;C;Increased WIP (5);60;58;15,2
10471;C;Increased WIP (5);59;51;16,14
10472;C;Increased WIP (5);58;61;17,15
10473;C;Increased WIP (5);63;60;15
10474;C;Increased WIP (5);52;63;18,43
10475;C;Increased WIP (5);59;56;16,71
10476;C;Increased WIP (5);56;58;17,55
10477;C;Increased WIP (5);58;66;18,15
10478;C;Increased WIP (5);59;45;16,43
10479;C;Increased WIP (5);58;54;16,69
10480;C;Increased WIP (5);55;71;17,8
10481;C;Increased WIP (5);58;53;18,08
10482;C;Increased WIP (5);64;58;15,21
10483;C;Increased WIP (5);52;56;18,43
10484;C;Increased WIP (5);58;53;16,08
10485;C;Increased WIP (5);55;57;17,5
10486;C;Increased WIP (5);55;54;17,1
10487;C;Increased WIP (5);50;71;19
10488;C;Increased WIP (5);55;54;17,2
10489;C;Increased WIP (5);57;55;15,83
10490;C;Increased WIP (5);60;57;16,13
10491;C;Increased WIP (5);55;54;16,9
10492;C;Increased WIP (5);59;71;16,29
10493;C;Increased WIP (5);50;79;19,2
10494;C;Increased WIP (5);60;55;16,13
10495;C;Increased WIP (5);53;62;18,12
10496;C;Increased WIP (5);53;67;17,38
10497;C;Increased WIP (5);53;54;17,62
10498;C;Increased WIP (5);53;53;17,88
10499;C;Increased WIP (5);58;57;16,15
10500;C;Increased WIP (5);53;71;17,5
10501;C;Increased WIP (5);58;61;16,23
10502;C;Increased WIP (5);59;61;17,21
10503;C;Increased WIP (5);60;52;15,2
10504;C;Increased WIP (5);61;53;16,12
10505;C;Increased WIP (5);60;48;15,93
10506;C;Increased WIP (5);60;48;17
10507;C;Increased WIP (5);59;62;16,14
10508;C;Increased WIP (5);58;61;16,69
10509;C;Increased WIP (5);61;50;15,94
10510;C;Increased WIP (5);54;53;18
10511;C;Increased WIP (5);60;54;14,67
10512;C;Increased WIP (5);59;50;14,29
10513;C;Increased WIP (5);55;65;18,3
10514;C;Increased WIP (5);55;52;17,8
10515;C;Increased WIP (5);60;61;16,87
10516;C;Increased WIP (5);55;57;18,4
10517;C;Increased WIP (5);53;58;17,75
10518;C;Increased WIP (5);53;61;17,75
10519;C;Increased WIP (5);49;71;19,5
10520;C;Increased WIP (5);62;57;14,65
10521;C;Increased WIP (5);58;53;16,23
10522;C;Increased WIP (5);56;63;16,64
10523;C;Increased WIP (5);51;68;18,33
10524;C;Increased WIP (5);56;53;17,91
10525;C;Increased WIP (5);58;61;17,77
10526;C;Increased WIP (5);55;68;17,3
10527;C;Increased WIP (5);60;49;15,79
10528;C;Increased WIP (5);63;50;13,56
10529;C;Increased WIP (5);48;57;20
10530;C;Increased WIP (5);57;45;16,75
10531;C;Increased WIP (5);62;44;14,82
10532;C;Increased WIP (5);55;39;18,1
10533;C;Increased WIP (5);56;65;17,82
10534;C;Increased WIP (5);57;63;18,08
10535;C;Increased WIP (5);58;57;16,62
10536;C;Increased WIP (5);58;61;17,62
10537;C;Increased WIP (5);56;69;17,73
10538;C;Increased WIP (5);63;49;13,83
10539;C;Increased WIP (5);51;64;18,5
10540;C;Increased WIP (5);61;54;15,75
10541;C;Increased WIP (5);60;52;15,8
10542;C;Increased WIP (5);57;59;17
10543;C;Increased WIP (5);52;54;18,43
10544;C;Increased WIP (5);58;61;16,85
10545;C;Increased WIP (5);53;54;18
10546;C;Increased WIP (5);63;34;12,78
10547;C;Increased WIP (5);43;59;0
10548;C;Increased WIP (5);64;48;15,21
10549;C;Increased WIP (5);59;58;16,36
10550;C;Increased WIP (5);62;59;16,18
10551;C;Increased WIP (5);62;50;16,24
10552;C;Increased WIP (5);52;60;18,86
10553;C;Increased WIP (5);58;59;17,85
10554;C;Increased WIP (5);62;62;15,53
10555;C;Increased WIP (5);62;43;16,41
10556;C;Increased WIP (5);59;51;16,57
10557;C;Increased WIP (5);58;62;17
10558;C;Increased WIP (5);50;69;19,6
10559;C;Increased WIP (5);60;49;14,07
10560;C;Increased WIP (5);50;70;19,6
10561;C;Increased WIP (5);59;63;15,64
10562;C;Increased WIP (5);46;73;20
10563;C;Increased WIP (5);58;54;17
10564;C;Increased WIP (5);55;63;15,9
10565;C;Increased WIP (5);56;66;16,82
10566;C;Increased WIP (5);56;58;16,82
10567;C;Increased WIP (5);58;61;16,92
10568;C;Increased WIP (5);57;46;18
10569;C;Increased WIP (5);56;62;16,82
10570;C;Increased WIP (5);64;56;15,95
10571;C;Increased WIP (5);56;54;16,73
10572;C;Increased WIP (5);57;47;15,42
10573;C;Increased WIP (5);62;64;16,82
10574;C;Increased WIP (5);61;60;16,25
10575;C;Increased WIP (5);57;61;17,17
10576;C;Increased WIP (5);55;70;17,7
10577;C;Increased WIP (5);55;69;16,9
10578;C;Increased WIP (5);60;43;14,87
10579;C;Increased WIP (5);56;61;16,09
10580;C;Increased WIP (5);57;41;15,42
10581;C;Increased WIP (5);52;60;18,43
10582;C;Increased WIP (5);57;59;15,58
10583;C;Increased WIP (5);57;58;17,08
10584;C;Increased WIP (5);59;59;16,71
10585;C;Increased WIP (5);54;71;17
10586;C;Increased WIP (5);60;45;15,2
10587;C;Increased WIP (5);61;49;16,38
10588;C;Increased WIP (5);56;38;14,91
10589;C;Increased WIP (5);59;60;16,5
10590;C;Increased WIP (5);59;54;17
10591;C;Increased WIP (5);58;56;16,85
10592;C;Increased WIP (5);50;56;18,8
10593;C;Increased WIP (5);59;48;15,93
10594;C;Increased WIP (5);54;60;17,56
10595;C;Increased WIP (5);58;50;16,54
10596;C;Increased WIP (5);56;56;16,45
10597;C;Increased WIP (5);52;57;17,57
10598;C;Increased WIP (5);63;64;16,28
10599;C;Increased WIP (5);58;57;17,23
10600;C;Increased WIP (5);49;71;18,5
10601;C;Increased WIP (5);65;39;13,85
10602;C;Increased WIP (5);60;63;15,93
10603;C;Increased WIP (5);61;49;15,81
10604;C;Increased WIP (5);53;78;17,62
10605;C;Increased WIP (5);54;63;18,67
10606;C;Increased WIP (5);55;70;16,9
10607;C;Increased WIP (5);58;51;15,54
10608;C;Increased WIP (5);54;67;17,78
10609;C;Increased WIP (5);65;49;15,05
10610;C;Increased WIP (5);55;63;17
10611;C;Increased WIP (5);60;46;15,47
10612;C;Increased WIP (5);60;53;14,87
10613;C;Increased WIP (5);67;59;15,59
10614;C;Increased WIP (5);54;63;18,67
10615;C;Increased WIP (5);61;56;15,25
10616;C;Increased WIP (5);54;81;17,78
10617;C;Increased WIP (5);59;61;16,36
10618;C;Increased WIP (5);59;63;17,36
10619;C;Increased WIP (5);61;50;15,5
10620;C;Increased WIP (5);58;57;15,08
10621;C;Increased WIP (5);59;60;16
10622;C;Increased WIP (5);59;63;17
10623;C;Increased WIP (5);52;59;17,71
10624;C;Increased WIP (5);53;70;18,75
10625;C;Increased WIP (5);55;67;16,5
10626;C;Increased WIP (5);56;50;16,73
10627;C;Increased WIP (5);60;54;15,4
10628;C;Increased WIP (5);55;43;16,4
10629;C;Increased WIP (5);52;53;17,43
10630;C;Increased WIP (5);58;77;17,38
10631;C;Increased WIP (5);58;45;15,31
10632;C;Increased WIP (5);53;69;18,12
10633;C;Increased WIP (5);59;67;16
10634;C;Increased WIP (5);52;55;18,43
10635;C;Increased WIP (5);59;53;15,86
10636;C;Increased WIP (5);58;67;16,77
10637;C;Increased WIP (5);62;51;15,29
10638;C;Increased WIP (5);58;58;16,77
10639;C;Increased WIP (5);59;71;16,71
10640;C;Increased WIP (5);62;50;15,35
10641;C;Increased WIP (5);58;65;17,15
10642;C;Increased WIP (5);52;68;16,86
10643;C;Increased WIP (5);59;71;15,71
10644;C;Increased WIP (5);48;68;19,33
10645;C;Increased WIP (5);53;59;17,62
10646;C;Increased WIP (5);53;46;18,12
10647;C;Increased WIP (5);65;49;15,15
10648;C;Increased WIP (5);55;53;17,3
10649;C;Increased WIP (5);59;64;17,79
10650;C;Increased WIP (5);60;54;15,53
10651;C;Increased WIP (5);55;43;17,4
10652;C;Increased WIP (5);55;64;18,2
10653;C;Increased WIP (5);58;55;18,15
10654;C;Increased WIP (5);62;42;16,88
10655;C;Increased WIP (5);59;60;16,79
10656;C;Increased WIP (5);51;50;18,33
10657;C;Increased WIP (5);54;73;17,56
10658;C;Increased WIP (5);53;66;17,38
10659;C;Increased WIP (5);57;70;17,58
10660;C;Increased WIP (5);58;50;16,62
10661;C;Increased WIP (5);61;52;15,19
10662;C;Increased WIP (5);55;60;17,4
10663;C;Increased WIP (5);57;59;16,42
10664;C;Increased WIP (5);63;48;15,94
10665;C;Increased WIP (5);57;65;17,67
10666;C;Increased WIP (5);59;62;16,64
10667;C;Increased WIP (5);52;65;18,43
10668;C;Increased WIP (5);58;51;17,46
10669;C;Increased WIP (5);49;78;19,25
10670;C;Increased WIP (5);59;51;16,57
10671;C;Increased WIP (5);50;70;18,6
10672;C;Increased WIP (5);53;72;17,62
10673;C;Increased WIP (5);57;52;18,58
10674;C;Increased WIP (5);59;53;16,93
10675;C;Increased WIP (5);59;49;17,21
10676;C;Increased WIP (5);61;56;14,75
10677;C;Increased WIP (5);48;60;19,33
10678;C;Increased WIP (5);62;44;15,59
10679;C;Increased WIP (5);54;66;17,33
10680;C;Increased WIP (5);55;52;16,1
10681;C;Increased WIP (5);58;47;14,85
10682;C;Increased WIP (5);55;56;18,8
10683;C;Increased WIP (5);55;64;17
10684;C;Increased WIP (5);54;63;17,78
10685;C;Increased WIP (5);62;36;15,71
10686;C;Increased WIP (5);54;57;17,78
10687;C;Increased WIP (5);55;53;16,3
10688;C;Increased WIP (5);62;42;15
10689;C;Increased WIP (5);50;62;18,2
10690;C;Increased WIP (5);49;52;18
10691;C;Increased WIP (5);48;64;19
10692;C;Increased WIP (5);62;47;16,59
10693;C;Increased WIP (5);57;50;16,58
10694;C;Increased WIP (5);57;64;17,67
10695;C;Increased WIP (5);59;38;15,79
10696;C;Increased WIP (5);59;55;16,14
10697;C;Increased WIP (5);55;69;15,9
10698;C;Increased WIP (5);52;58;18,29
10699;C;Increased WIP (5);58;55;17,08
10700;C;Increased WIP (5);61;59;15,94
10701;C;Increased WIP (5);64;46;14,47
10702;C;Increased WIP (5);53;64;18,25
10703;C;Increased WIP (5);59;54;17,07
10704;C;Increased WIP (5);56;63;16,64
10705;C;Increased WIP (5);55;56;17,6
10706;C;Increased WIP (5);62;43;15,65
10707;C;Increased WIP (5);56;44;17,18
10708;C;Increased WIP (5);56;46;18,18
10709;C;Increased WIP (5);57;63;18
10710;C;Increased WIP (5);64;65;16,74
10711;C;Increased WIP (5);60;54;16,33
10712;C;Increased WIP (5);53;57;18,25
10713;C;Increased WIP (5);56;69;18,09
10714;C;Increased WIP (5);53;57;17,25
10715;C;Increased WIP (5);55;56;17,7
10716;C;Increased WIP (5);57;49;15,25
10717;C;Increased WIP (5);54;64;18
10718;C;Increased WIP (5);64;42;15,11
10719;C;Increased WIP (5);55;55;18,3
10720;C;Increased WIP (5);52;73;18,14
